"DEPTID","OrganisationID","UMDeptName"
"11228","CJVSLEDWOAAA","Post Sec Teachng & Learnng Adm"
"11229","CJVSLEDWOAAA",
"11230","OZBKPOEAJF","Social Work Admin, School of"
"11232","OZBKPOEAJF","Dom Viol in the AA Comm, Inst"
"11234","OZBKPOEAJF","Chemical & Mental Hlth, MN Ctr"
"11235","OZBKPOEAJF","Adv St Child Welfare, Ctr for"
"11241","WDQMICGM","UM Child Development Center"
"11242","CAREI","Applied Res & Educ Improv, Ctr"
"11243","WDQMICGM","Early Educ & Development, Ctr"
"11245","ZWLCEAOWFEA","Comm Integration Admin, Inst"
"11246","WDQMICGM","Nat'l Ctr Educ Outcomes"
"11250","WDQMICGM","MN Ctr Read Res Admin"
"11252","EHJBGPERGNA","CSOM Dean, Office of the"
"11253","EHJBGPERGNA","CSOM Individual Giving"
"11254","EHJBGPERGNA","CSOM Corporate/Alumni Relatns"
"11255","EHJBGPERGNA","CSOM Communications"
"11256","FCTOXRAZYYJJA","Social Media & Busn Analytics"
"11259","EHJBGPERGNA","CSOM Building Services"
"11260","EHJBGPERGNA","CSOM Financial Services"
"11261","EHJBGPERGNA","CSOM Human Resources"
"11262","EHJBGPERGNA","CSOM Information Technology"
"11263","EHJBGPERGNA","CSOM Faculty Support Admin"
"11264","IGEVIXBI","CSOM Accounting Department"
"11265","QBHDWGXML","CSOM Finance & Insurance"
"11266","TKDVWHQ","CSOM Information &Decision Sci"
"11267","WWASOPJEWHQ","CSOM Labor Education Svcs"
"11268","WWASOPJEWHQ","CSOM Work & Organizations"
"11269","YDNGVA","CSOM Marketing"
"11270","OLQLRYFKZA","CSOM Supply Chain & Operations"
"11271","GTEMOCNA","Strategic Mgmt & Entrepreneur"
"11272","GTEMOCNA","CSOM Holmes Ctr for Entreprshp"
"11273","FVZAEMR","HHH Integrative Leadrship Ctr"
"11274","FCTOXRAZYYJJA","CSOM Res in Mkt, Institute for"
"11275","OLQLRYFKZA",
"11276","FCTOXRAZYYJJA","CSOM Medical Industry Ldrshp"
"11277","FCTOXRAZYYJJA","CSOM MIS Research Center"
"11279","FCTOXRAZYYJJA","CSOM MIS Quarterly"
"11281","PLUBLFCVJGI","CSOM Industry MBA"
"11282","UIGYZIYJVEYXZT","CSOM Executive Education"
"11283","FCTOXRAZYYJJA","CSOM Global Institute"
"11286","EHJBGPERGNA","CSOM Undergraduate Admin"
"11287","FCTOXRAZYYJJA","CSOM Undergrad Career Ctr"
"11288","PLUBLFCVJGI","CSOM MBA & GBCC Admin"
"11289","PLUBLFCVJGI","CSOM Executive MBA Program"
"11290","PLUBLFCVJGI","CSOM MBA Recruit & Admission"
"11291","PLUBLFCVJGI","CSOM MBA Student Affairs"
"11292","IGEVIXBI","CSOM Master Programs in Acctg"
"11293","PLUBLFCVJGI","CSOM MS Business Analytics"
"11294","WWASOPJEWHQ","CSOM MA-HRIR Program"
"11295","PLUBLFCVJGI","CSOM MBA Grad Bus Career Ctr"
"11296","PLUBLFCVJGI",
"11298","PLUBLFCVJGI","CSOM PhD-Mgmt Program"
"11299","KEIJOTQ","SoN Dean's Office"
"11300","KEIJOTQ","SoN Nursing Research, Ofc of"
"11301","KEIJOTQ",
"11302","KEIJOTQ","SoN Diversity Office"
"11304","KEIJOTQ","SoN Development & Foundation"
"11305","HEABA","SoN Academic Programs"
"11306","KEIJOTQ","SoN Student Services"
"11308","KEIJOTQ","SoN Continuing Ed & Outreach"
"11310","KEIJOTQ",
"11311","KEIJOTQ","SoN Admin and Acad Support"
"11313","KEIJOTQ","SoN Adult Gero Health Co-op"
"11315","KEIJOTQ","SoN Child Family Health Co-op"
"11316","KEIJOTQ","SoN Population Hlth Sys Co-op"
"11317","KEIJOTQ","SoN Densford Center"
"11318","KEIJOTQ","SoN Gerontological Nursing Ctr"
"11320","KEIJOTQ","SoN Adolescent Nursing Center"
"11321","KEIJOTQ",
"11324","SIMTNXVA","Cancer Center Management"
"11325","SIMTNXVA","ImmunologyCC"
"11326","SIMTNXVA","Genetics Mechanisms of CancrCC"
"11327","SIMTNXVA","Cancer Progression MetastsisCC"
"11328","SIMTNXVA","CancerCenter Clinical Research"
"11329","SIMTNXVA","Prevention & EtiologyCC"
"11330","SIMTNXVA","Carcinogenesis ChemopreventnCC"
"11331","SIMTNXVA","Analytical BiochemistryCC"
"11332","SIMTNXVA","MCC Biostatistics"
"11333","SIMTNXVA","Clinical Trials OfficeCC"
"11334","SIMTNXVA","GenomicsCC"
"11335","SIMTNXVA","Univ Flow Cytometry Resource"
"11336","SIMTNXVA","HistopathologyCC"
"11337","SIMTNXVA","InformaticsCC"
"11338","SIMTNXVA","Laboratory ServicesCC"
"11339","JQGMBDOEYA","Mouse Genetics Laboratory"
"11340","JQGMBDOEYA","Bio Central"
"11341","SIMTNXVA","Translational Cell TherapyCC"
"11342","JQGMBDOEYA","Research Animal Resources Mpls"
"11344","YWHDPZOIBFA","MolecularCellular Therapeutics"
"11345","UVSJWSAR","Drug Design, Center for"
"11347","LNWXVEYNQ","U of MN Genomics Center"
"11348","LNWXVEYNQ",
"11350","PEFRYQSXUP","Mayo Partnership"
"11353","FBVZSLBILGI","Translational Med, Center for"
"11354","JQGMBDOEYA","Clinical Skills & Simulations"
"11355","JQGMBDOEYA","Educ Svcs/Learning Commons"
"11358","JQGMBDOEYA","Rural Health Ed Ctr Management"
"11359","JQGMBDOEYA","Interprofessional Ed, Ctr for"
"11360","JQGMBDOEYA","Hlth Interprofess Prog (CHIP)"
"11361","LVBFEHGNPISPVA","Infectious Disease Rsrch/Pol"
"11362","OACSLZDLA","Bioethics, Center for"
"11363","JTQYZRMWA","Spirituality and Healing, Ctr"
"11364","ZXYVOXDQ","Food Protection/Defense,NatCtr"
"11365","AUNLTGA",
"11366","JQGMBDOEYA","CUHCC Administration"
"11367","JQGMBDOEYA","CUHCC Behavioral Health"
"11368","JQGMBDOEYA","CUHCC Medical"
"11369","JQGMBDOEYA","CUHCC Dental"
"11370","JQGMBDOEYA","TC CAHP Student Affairs"
"11372","JQGMBDOEYA","TC CAHP Administration"
"11377","JQGMBDOEYA","Rochester CAHP Administration"
"11380","JKFIJBTT","TC Occupational  Therapy CAHP"
"11381","JKFIJBTT","Roch Occupational Therapy CAHP"
"11383","SIOEDQJPM","TC Medical Lab Sciences CAHP"
"11384","SIOEDQJPM","Roch Medical Lab Sciences CAHP"
"11390","CEKSZSRYQ","CoP Dean's Office"
"11391","CEKSZSRYQ","CoP Facilities Support"
"11392","CEKSZSRYQ","CoP Fiscal Administration"
"11393","CEKSZSRYQ","CoP Tech Support"
"11394","CEKSZSRYQ","CoP Prof & External Rel"
"11395","QBJZBRPJTMPQ","CoP Clinical Affairs, Office"
"11396","EFMRWWHKT","CoP Research & Grad Ed, Office"
"11397","RYCQQ","CoP Student Services"
"11398","RYCQQ","PharmD Curriculum Mgmt"
"11399","RYCQQ","CoP Experiential Education"
"11400","RYCQQ","Pharm Care Learning Ctr & Tech"
"11401","RYCQQ","Pharm On-Line Educ & Marketing"
"11402","AOSDXZAKBOASQ","CoP Residency Program"
"11403","TGOAWGHVDWH","Experimental & Clinical Pharm"
"11404","TGOAWGHVDWH","Exp & Clin Pharm Core Lab"
"11405","GKYQFHCA","Pharmaceuticl Care & Hlth Syst"
"11406","AFUSWHQ","Medicinal Chemistry"
"11407","VIYZANEFQ","Therapeutics Disc & Devl, Inst"
"11408","EMIXAQE","Pharm Practice Pharm Sciences"
"11409","WRQNKVP","CoP Pharmaceutics"
"11410","EVFPEFVGVQ","Dent Dean, Office of the"
"11411","EVFPEFVGVQ","Dent Dev & Alum Relations"
"11412","EVFPEFVGVQ","Dent Office of Finance"
"11413","EVFPEFVGVQ","Dent Dental Engineer & Fac"
"11414","EVFPEFVGVQ","Dent Communications/Marketing"
"11415","EVFPEFVGVQ","Dent Human Resources"
"11417","EVFPEFVGVQ","Dent PASS Program"
"11418","EVFPEFVGVQ","Dent Research Administration"
"11419","EVFPEFVGVQ",
"11420","WEWSKKUFML","Dent Continuing Dental Edu"
"11421","EVFPEFVGVQ","Dent Academic Affairs Admin"
"11422","EVFPEFVGVQ","Dent Diversity& Admission, Ofc"
"11423","EVFPEFVGVQ","Dent Student Affairs, Ofc of"
"11424","EVFPEFVGVQ","Dent Learning Resource Center"
"11426","EVFPEFVGVQ","Dent Patient Care Admin"
"11427","EVFPEFVGVQ","Dent Patient Care Services"
"11428","EVFPEFVGVQ",
"11430","EVFPEFVGVQ","Dent Faculty Practice Assoc"
"11431","RJJZUXUORH","Dent Dev & Surg Science Admin"
"11432","RJJZUXUORH","Dent Oral Max Surgery, Div of"
"11433","RJJZUXUORH","Dent Orthodontics, Div of"
"11434","RJJZUXUORH","Dent Pediatrics, Div of"
"11435","RJJZUXUORH","Dent Periodontology, Div of"
"11436","SFAUDR","Dent Cleft Palate"
"11437","NZDHJHNWC","Dent UMP Dental Clinic"
"11438","NZDHJHNWC","Dent Primary Care Admin"
"11439","NZDHJHNWC","Dent Comphensive Care Div"
"11441","NZDHJHNWC","Dent Emergency, Div of"
"11442","NZDHJHNWC",
"11443","NZDHJHNWC","Dent Geriatrics, Div of"
"11444","NZDHJHNWC","Dental Public Health, Div of"
"11445","NZDHJHNWC","Dent Dental Hygiene, Div of"
"11446","NZDHJHNWC","Dent Outreach Administration"
"11447","NZDHJHNWC","Dent Hibbing"
"11448","NZDHJHNWC",
"11449","HREIX","Dent Diag & Bio Science Admin"
"11450","HREIX","Dent TMD & Orofacial, Div of"
"11451","HREIX","Dent OMD & Radiology, Div of"
"11452","HREIX","Dent Molecular Virology Prog"
"11454","EVFPEFVGVQ","Dent MinnCResT Program"
"11455","HREIX","Dent Oral Pathology, Div of"
"11456","HREIX","Dent Basic Sciences, Div of"
"11457","XMLLBQGHSA","Dent Restorative Science Admin"
"11458","XMLLBQGHSA","Dent Operative, Div of"
"11459","XMLLBQGHSA","Dent Endodontics, Div of"
"11460","XMLLBQGHSA","Dent Prosthodontics"
"11462","XMLLBQGHSA","Dent Biomaterials, Div of"
"11463","XMLLBQGHSA","Dent Implant Program"
"11464","XMLLBQGHSA","Dent MN Dental Research Ctr BB"
"11467","BNYHQ","Extension Dean's Office Admin"
"11468","BNYHQ","Extension Finance & Planning"
"11469","BNYHQ","Extension Human Resources"
"11470","BNYHQ","Ext Public Relations & Comm"
"11472","BNYHQ","Ext Government Relations"
"11474","BNYHQ",
"11475","BNYHQ","Extension IT Administration"
"11476","BNYHQ","Ext Assoc Dean & Dir, Ofc of"
"11477","BNYHQ","Ext ECommerce & Registration"
"11478","BNYHQ",
"11479","BNYHQ",
"11480","BNYHQ","Ext Regional Partnerships"
"11481","BNYHQ","Ext Field Operations Admin"
"11482","BNYHQ","Extension Brainerd Reg Ofc"
"11483","BNYHQ","Extension Cloquet Reg Ofc"
"11484","BNYHQ","Extension Crookston Reg Ofc"
"11486","BNYHQ","Extension Grand Rapids Reg Ofc"
"11487","BNYHQ","Extension Moorhead Reg Ofc"
"11489","BNYHQ","Extension St. Cloud Reg Ofc"
"11490","BNYHQ","Extension Roseau Reg Ofc"
"11492","BNYHQ","Extension Andover Reg Ofc"
"11493","BNYHQ","Extension Farmington Reg Ofc"
"11495","BNYHQ","Extension Marshall Reg Ofc"
"11496","BNYHQ","Extension Mankato Reg Ofc"
"11497","BNYHQ","Extension Morris Reg Ofc"
"11498","BNYHQ","Extension Rochester Reg Ofc"
"11499","BNYHQ","Extension Worthington Reg Ofc"
"11500","BNYHQ","Extension Hennepin County Ofc"
"11501","BNYHQ","Extension Ramsey County Ofc"
"11502","BNYHQ","AFNR Administration"
"11503","BNYHQ","AFNR Ag Business Mgmt"
"11504","BNYHQ","AFNR Crops"
"11505","BNYHQ","AFNR Food Science"
"11506","BNYHQ","AFNR Horticulture"
"11507","BNYHQ","AFNR Livestock"
"11508","BNYHQ","AFNR North Local Positions"
"11509","BNYHQ","AFNR Local Educators"
"11510","BNYHQ","AFNR Master Gardener"
"11511","BNYHQ",
"11512","BNYHQ","Community Vitality Admin"
"11513","BNYHQ","Ext Community Economics"
"11514","BNYHQ","Ext Leadership&Civic Engagemnt"
"11516","BNYHQ","Farmer Lender Mediation"
"11517","BNYHQ","CV Extension Faculty"
"11519","BNYHQ","Tourism Center"
"11521","BNYHQ","AFNR Environmental Sci Ed"
"11522","BNYHQ","AFNR Forestry"
"11523","BNYHQ","AFNR Water Resource Mgmt"
"11524","BNYHQ",
"11527","BNYHQ","Family Development Admin"
"11528","BNYHQ","FD Research & Evaluation"
"11529","BNYHQ","Family Resiliency"
"11530","BNYHQ","FD Health & Nutrition"
"11531","BNYHQ","FD Nutrition Education"
"11532","BNYHQ",
"11535","BNYHQ","YD Operations"
"11536","BNYHQ","YD Programs"
"11537","BNYHQ","YD State Events"
"11538","BNYHQ","YD Opportunity Grants"
"11539","BNYHQ","YD Systems of Support"
"11541","BNYHQ","4H Foundation"
"11612","UXFTBZXLZ","Northrop Concerts & Lectures"
"11614","UXFTBZXLZ","University Ticketing Services"
"11636","QIFCNWP","CVM Veterinary Med Dean's Ofc"
"11637","QIFCNWP","CVM Finance"
"11638","QIFCNWP","CVM Human Resources"
"11639","QIFCNWP","CVM Advancement"
"11640","QIFCNWP","CVM Facility Services"
"11641","QIFCNWP","CVM Research Office"
"11642","DQOCEOMZRYIA","CVM Clinical Investigation Ctr"
"11643","QIFCNWP","CVM Graduate Program Office"
"11644","QIFCNWP","CVM Veterinary Continuing Educ"
"11645","QIFCNWP","CVM Vet Med Acad & Student Aff"
"11646","NDDZGA","Veterinary Population Medicine"
"11647","NDDZGA","VPM Dairy Hlth,Mgmt,Food Qual"
"11648","NDDZGA","VPM Equine Medicine"
"11649","NDDZGA","VPM Swine Disease Eradication"
"11651","PYSSKDNSEQHA","Veterinary Biomedical Science"
"11652","DQOCEOMZRYIA","Veterinary Clinical Sciences"
"11653","QIFCNWP","VMC Veterinary Medical Ctr Adm"
"11655","QIFCNWP","VMC Small Animal Core"
"11662","NDDZGA","Veterinary Diagnostic Lab"
"11675","KJBYELSA","Raptor Center"
"11676","NDDZGA","Animal Hlth Food Safety, Ctr"
"11677","WPZZYUA","MS Education Administration"
"11678","WPZZYUA","MS Admissions"
"11679","WPZZYUA","MS Curriculum Affairs"
"11681","WPZZYUA","MS Graduate Med Education"
"11682","WPZZYUA","MS Information Technology"
"11683","WPZZYUA","MS Int'l Medical Ed and Res"
"11684","WPZZYUA","MS Med Educator Dev/Scholar"
"11685","WPZZYUA","MS Minnesota Future Doctors"
"11686","WPZZYUA","MS Minority Affairs/Diversity"
"11687","WPZZYUA","MS Student Affairs"
"11688","WPZZYUA","MS Academic Affairs"
"11689","WPZZYUA","MS Clinical Affairs"
"11690","WPZZYUA","MS Dean's Office Admin"
"11692","WPZZYUA","MS Research/Facilities"
"11693","WPZZYUA","MS Finance"
"11694","WPZZYUA","MS Mortuary Science"
"11695","WPZZYUA","MS History of Medicine"
"11696","WPZZYUA","MS Bequest"
"11699","WPZZYUA","MS MD/PHD Program"
"11700","WPZZYUA","Continuing Medical Education"
"11702","RQKBIAOYLYFIA","BMBB Med Dept Administration"
"11703","RQKBIAOYLYFIA","BMBB Med Molecular Biology"
"11705","RQKBIAOYLYFIA","BMBB Med Struct Bio/Biophysics"
"11707","RQKBIAOYLYFIA","BMBB Med NMR Center"
"11708","RQKBIAOYLYFIA","BMBB Med Regulatory Biochem"
"11709","RQKBIAOYLYFIA","BMBB Med Mass Spec Proteomic"
"11710","YGNLELGZYJXCQ","GCD MS Department Admin"
"11713","YGNLELGZYJXCQ","GCD MS Beckman Center"
"11714","YGNLELGZYJXCQ","GCD MS Stem Cell Institute"
"11715","RSHZNEVIG",
"11716","MIGYPNYBHKQXFA","MICRO Microbiology Admin"
"11717","MIGYPNYBHKQXFA","MICRO MICaB Program"
"11718","ETEWROBM","PHCL Pharmacology Admin"
"11719","ETEWROBM","PHCL Pharmacology Grad Educ"
"11720","AOVMGGA","IBP Physiology Administration"
"11721","AOVMGGA","IBP Physiology Education"
"11722","AOVMGGA","IBP Anatomy Division"
"11724","KIMELQDECI","ANES  Admin"
"11727","EHQICO",
"11728","EHQICO","DERM Dermatology Dept Admin"
"11729","EHQICO","DERM Dermatology Education"
"11731","EHQICO","DERM General Dermatology"
"11734","WSSKOZQ",
"11735","WSSKOZQ","FamMed Family Medicine Admin"
"11736","WSSKOZQ","FamMed Family Medicine Educatn"
"11737","WSSKOZQ","FamMed FOD - FM, Ophth, Derm"
"11743","WPZZYUA","MS Rural Phys Assoc Prog"
"11751","NWANTHJVJ","LMP Clinical Research"
"11752","NWANTHJVJ","LMP Administration"
"11755","NWANTHJVJ","LMP Health Informatics"
"11757","NWANTHJVJ","LMP General Research"
"11761","IWQPEXLNQ","MED Medicine Dept Admin"
"11762","XYIZIYWLQL","MED Medicine Education"
"11764","TGVXA","MED Cardiology Division"
"11765","TGVXA","MED Lillehei Heart Institute"
"11767","TGVXA","MED  Mouse Physiology Lab"
"11768","TUGPHKPZA","MED Endocrine & Diabetes Div"
"11769","BDNYEHZD","MED Gastro, Hepa, Nutrion Div"
"11770","WGLMQKYUA","MED General Internal Medicine"
"11774","WPZZYUA","MED Global Medicine"
"11775","WPZZYUA","MED Health Outcomes"
"11776","YLZBUGXNDDSA","MED Hema, Onc, Transplant Adm"
"11777","WPZZYUA","MED Bone Marrow Transplant"
"11778","YLZBUGXNDDSA","MED Medicine Hematology"
"11779","YLZBUGXNDDSA","MED Medicine Oncology"
"11780","YLZBUGXNDDSA","MED Medicine Stem Cell"
"11781","YLZBUGXNDDSA","MED Vascular Biology Center"
"11782","CUSJJESDRVQ","MED Inf Disease & Internationl"
"11783","LVBFEHGNPISPVA","MED Infectious Disease Center"
"11784","ORFJNGKBIR","MED Pulmonary, Allergy, Crit"
"11786","FARWORDZ","MED Renal & Hypertension Div"
"11787","KUWGXVOIJTQ","MED Rheumatic & Autoimmune"
"11789","CRWXKUCQ","MED Veteran's Adm Medical Ctr"
"11790","RSHZNEVIG","CNC Clini Neuroscience Ctr Ops"
"11791","RSHZNEVIG","NEUR Neurology Dept Admin"
"11792","RSHZNEVIG","NEUR Neurology Education Prog"
"11794","RSHZNEVIG","NEUR Stroke Center"
"11795","RSHZNEVIG","NEUR Memory Clinic"
"11796","RSHZNEVIG","NEUR Muscular Dystrophy Center"
"11797","HKBORVIBE","NSU Neurosurgery Dept Admin"
"11798","HKBORVIBE","NSU Neurosurgery Education"
"11799","HKBORVIBE",
"11800","DBXNQ","OTOL Otolaryngology Dept Admin"
"11801","DBXNQ","OTOL Otolaryngology Educ Progs"
"11803","SKDPLVKBRNWDZMQ","PSYCH Psychiatry Dept Admin"
"11804","SKDPLVKBRNWDZMQ","PSYCH Psychiatry Educ Prog"
"11805","SKDPLVKBRNWDZMQ",
"11809","USFAQ","OBGYN Clinic Operations/Admin"
"11810","USFAQ",
"11811","USFAQ","OBGYN Department Admin"
"11812","USFAQ","OBGYN Education"
"11813","HEIFKJGUY","OBGYN Gynecologic Oncology"
"11814","VBBPYJNYE","OBGYN Reprodctve Endo & Infert"
"11815","AOPMIXGQ","OBGYN Gen Obstetrics & Gyn"
"11818","BIRDLINOSQ","OBGYN Maternal Fetal Medicine"
"11820","JYOFBQ","OPH Ophthalmology Admin"
"11821","JYOFBQ","OPH Ophthalmology Education"
"11822","JYOFBQ","OPH Ophthlmolgy Clinic Ops/Adm"
"11823","JYOFBQ","OPH MN Lions Eye Bank"
"11824","FUZCMRWWJA","ORSU Orthopaedic Admin"
"11825","FUZCMRWWJA","ORSU Orthopaedic Clin Ops/Adm"
"11826","FUZCMRWWJA","ORSU Orthopaedic Education"
"11827","FUZCMRWWJA","ORSU Ortho Biomechanics Lab"
"11828","UGYBLAXO","PEDS Pediatrics Clinic Ops/Adm"
"11829","DOLQQNOVD","PEDS Pediatrc Dir Patient Care"
"11830","UGYBLAXO","PEDS Pediatrics Department Adm"
"11831","UGYBLAXO","PEDS Pediatrics Education"
"11832","UGYBLAXO","OP Pediatrics/OBGYN Center Adm"
"11833","SIBJLPMA","PEDS Pediatrics Cardiology Div"
"11834","SIBJLPMA","PEDS  Prevent Cardiac Ctr"
"11836","DWZQRROU","PEDS Endocrine & Diabetes Div"
"11837","CYAPSRFAQ","PEDS Pediatric Epidemiology"
"11838","OHMTLCIQ","PEDS Gastro, Hepa, Nutrit Div"
"11839","DOLQQNOVD","PEDS General Pediatrics Div"
"11841","OWFEEYDQ","PEDS Pediatric Hospitalists"
"11842","HAOCXXUJI","PEDS Adolescent Health and Med"
"11843","DOLQQNOVD","PEDS Healthy Youth Prevent Ctr"
"11844","DOLQQNOVD","PEDS Konopka Institute"
"11845","JTFGZUING","PEDS Pediatric Critical Care"
"11846","SIHCVEWOL","PEDS Emergency Medicine"
"11847","BOGXDLKXSGLXLA","PEDS Genetics & Metabolism Div"
"11848","MZKQZTJKA","PEDS BMT, Hematology & Onc"
"11849","YMNKRRB","PEDS Blood/Marrow Transplant"
"11850","MZKQZTJKA","PEDS Hematology"
"11852","YMNKRRB","PEDS Cell Based Medicine, Ctr"
"11853","GGEYOCQ","PEDS Infectious Disease Div"
"11854","ZPPBMYEFTQ","PEDS Global Pediatrics"
"11855","JIUDRHGSHPHA","PEDS International Adoption"
"11856","GGEYOCQ","PEDS Infectious Disease Center"
"11857","QETNQMA","PEDS Neonatology"
"11859","RSHZNEVIG","NEUR Pediatric Neurology"
"11860","ATZNRSYIQ","PEDS Autism"
"11861","XWNEIECKH","PEDS  Neuropsychology"
"11862","ECUTJ","PEDS Pulmonary, Allergy Admin"
"11863","YGNLELGZYJXCQ","Stem Cell Institute"
"11864","BJNJRKAA","PEDS  Nephrology"
"11866","GSGMGHAIA","PEDS  Rheumatology Div"
"11867","CHLQIRLFIQQ","PMR Clinical Ops/Admin"
"11868","CHLQIRLFIQQ","PMR Administration"
"11869","CHLQIRLFIQQ","PMR Education"
"11870","CHLQIRLFIQQ","Physical Therapy"
"11871","EOWCYCHUA","Radiology Administration"
"11875","EOWCYCHUA","Radiology Interventional"
"11877","EOWCYCHUA","Rad-Nuclear Clinical Imaging"
"11878","EOWCYCHUA","Radiology Physics Division"
"11879","EOWCYCHUA","Magnetic Resonance Res, Ctr Fr"
"11880","YNLFYZLQA","Surgery Administration"
"11881","YNLFYZLQA","Surgery Clinical Ops/Admin"
"11882","YNLFYZLQA","SOUP Administrative Center"
"11883","YNLFYZLQA","Surgical Education Office"
"11884","YNLFYZLQA","Experimental Surgical Services"
"11885","YNLFYZLQA","Surgical Sciences Program"
"11886","YNLFYZLQA","Bariatric Surgery"
"11887","YNLFYZLQA","Colon & Rectal Surgery"
"11888","YNLFYZLQA","Pediatric Surgery"
"11889","YNLFYZLQA",
"11890","YNLFYZLQA","Surgical Critical Care"
"11891","YNLFYZLQA","Surgery Oncology"
"11892","YNLFYZLQA","Surgery Vascular"
"11893","YNLFYZLQA","Surgery General Cardiovascular"
"11894","YNLFYZLQA","Surgery Thoracic & Foregut"
"11895","YNLFYZLQA","Surgery Transplant Division"
"11896","YNLFYZLQA","Surgery Transplant Info Svs"
"11897","YNLFYZLQA",
"11898","YNLFYZLQA","Surgery Visible Heart Lab"
"11899","YNLFYZLQA","Surgery Diabetes Institute"
"11902","EZWRA","Radiation Oncology Administrat"
"11906","TLLIXEDTW","Urology Clinical Ops/Admin"
"11907","TLLIXEDTW","Urology Administration"
"11908","TLLIXEDTW","Urology Education Office"
"11910","TLLIXEDTW","Research Educ/Simul Tech, Ctr"
"11912","QTXTVOIVWW","IEM Engineering In Med Adm"
"11913","AOVMGGA",
"11914","SOTITWQGTZQ","CSENG Medical Devices Center"
"11915","VFAQDTVQ","EM Emergency Medicine Dept Adm"
"11916","VFAQDTVQ","EM Emergency Med Education"
"11918","QVAJDENA","NSCI Neuroscience Admin"
"11919","QVAJDENA","NSCI Neuroscience Education"
"11920","QVAJDENA",
"11921","QVAJDENA","University Imaging Center"
"11922","NFLIHMPFL","DMed Dean's Office/Admin"
"11923","NFLIHMPFL","DMed Research Dean/Admin"
"11929","KTRGRDZVOQ","DMed Animal Services"
"11930","NFLIHMPFL","DMed Rural Health Office"
"11936","NFLIHMPFL","DMed Education and Curriculum"
"11937","NFLIHMPFL","DMed AHC Graduate Program"
"11939","FOATFCFSFZQ","DMED Biomedical Sciences"
"11944","LNYGCOPDREUQ","DMED Biobehav Hlth/Population"
"11945","QWTDIYIJ","DMED Family Med/CommHlth"
"11947","NFLIHMPFL","DMed Physiol/Pharmacol Dept"
"11950","OQWTELAJ","DMED Amer Indian/MinorityHlth"
"11953","NFLIHMPFL","DMed Whiteside Institute"
"11954","NFLIHMPFL","DMed Bridges Program"
"11955","LGKNDITA","CSENG ECE Micromag & Inf Tech"
"11959","BIDEQ",
"11960","SKDPLVKBRNWDZMQ",
"11961","SKDPLVKBRNWDZMQ","Psychiatric Illness"
"11962","SKDPLVKBRNWDZMQ","Psychiatric Interventions"
"11963","SKDPLVKBRNWDZMQ","Behavior & Mental Disorders"
"11964","ZODVDLXZLHA",
"11965","GIUBTPAGWFO","DESIGN Intrdiscp Assoc Dean"
"11966","EZWRA","Radiation Oncology RadioBio"
"11975","BNYHQ","Extension Operations Admin"
"11976","BNYHQ","Extension Development Office"
"12009","NZAKEGWA","CBS GCD Education"
"12013","HBBQGIFMSWBDJA","CLA Graduate Programs"
"12014","BNYHQ","AFNR Central Local Positions"
"12016","NWMCVEHYGN","Health Informatics, AHC Inst"
"12017","LVBFEHGNPISPVA",
"12022","JQGMBDOEYA","AHC BioSafety Level 3 Lab Mgmt"
"12023","IFBDNVXQBC","Leading Healthcare Change, Ctr"
"12057","VOYAHFEUA","Human Research Protection Prog"
"12071","ZODVDLXZLHA","DESGN Design in Health, Center"
"12077","KGAXVRQ","Slavic Languages & Literatures"
"12078","YXGGRREFMMUA",
"12079","VOYAHFEUA","Inst Animal Care & Use Committ"
"12081","RYCQQ","CoP Professional Educ Div-PED"
"12082","NZDHJHNWC","Dent Dental Therapy, Div of"
"12083","KPBOGPUJXQ","CCE Graduate Programs Admin"
"12084","JQGMBDOEYA","CTSI Administration"
"12085","JQGMBDOEYA","CTSI Research Project Managmnt"
"12086","JQGMBDOEYA","CTSI Clin Rsrch Infrastrc Svcs"
"12087","JQGMBDOEYA","CTSI Regulatory"
"12088","JQGMBDOEYA","CTSI Biostatistics"
"12089","JQGMBDOEYA","CTSI Biomedical Informatics"
"12090","JQGMBDOEYA","CTSI Evaluation Monitoring"
"12091","JQGMBDOEYA","CTSI Education"
"12092","JQGMBDOEYA","CTSI Discovery & Translation"
"12093","JQGMBDOEYA","CTSI Community & Populations"
"12095","ESMOCHKO","CEHD Communications"
"12100","EOGBVRFLJD","CSENG Physics Neutrino Div"
"12101","WDQMICGM",
"12102","TBGRPFPFZP","Global Health Soc Respnsb, Ctr"
"12108","KPBOGPUJXQ","CCE Addiction Studies - IBH"
"12110","RYCQQ","CoP Innovatve Lrng & Acad Tech"
"12114","DBOCH","DHA Product Design"
"12115","NWMCVEHYGN","BioMedical Health Informatics"
"12116","TRHOTGGZAQA","CFANS MAST International"
"12117","QIFCNWP","Animal Health & Food Safety"
"12123","WDQMICGM","STEM Education Center"
"12124","WDQMICGM","CEHD Learning Tech Media Lab"
"12125","BNYHQ","Extension Willmar Reg Ofc"
"12130","QIFCNWP","VDL Diagnostics"
"12132","GSYKETJXD","Global Opportunities Minnesota"
"12133","TRHOTGGZAQA","CFANS Data Management"
"12135","JQGMBDOEYA",
"12136","DBOCH",
"12139","LGKNDITA","CSENG Spin Mat Intf&Novel Arch"
"12142","JQGMBDOEYA",
"12143","JQGMBDOEYA","CTSI Clinical Trials Hub"
"12144","WDQMICGM","CEHD Professional Devel, Ofc"
