3499,2105322,"BNYHQ","Associate Extension Professor","Academic","academic",,2007-10-15,,,,,,,"Yes","Update"
3500,522,"AOVMGGA","Professor","Academic","academic",,2008-07-01,,,,,,,"Yes","Update"
3501,1491,"NWANTHJVJ","Associate Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3502,2105364,"IHRBIHRB","Researcher 7","Academic","academic",,2013-02-01,,,,,,,"Yes","Update"
3503,2711,"SIBJLPMA","Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3504,2565,"EOGBVRFLJD","Professor","Academic","academic",,1990-09-16,,,,,,,"Yes","Update"
3505,2105377,"OUVRQTX","Senior Lecturer","Academic","academic",,2005-08-29,,,,,,,"Yes","Update"
3506,2105400,"BDNYEHZD","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3507,2105472,"EHQICO","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3508,7286,"BJNJRKAA","Professor","Academic","academic",,2014-02-24,,,,,,,"Yes","Update"
3509,1264,"KGAXVRQ","Professor","Academic","academic",,1998-09-14,,,,,,,"Yes","Update"
3510,2105556,"VFAQDTVQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3511,2708,"NWANTHJVJ","Professor","Academic","academic",,1978-07-01,,,,,,,"Yes","Update"
3512,2963,"ETEWROBM","Professor","Academic","academic",,2002-06-17,,,,,,,"Yes","Update"
3513,2105694,"BNYHQ","Researcher 5","Academic","academic",,2016-03-28,,,,,,,"Yes","Update"
3514,2105711,"WZOMQIGWBUIAHA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3515,2684,"SWXNGXZO","Associate Professor","Academic","academic",,1976-09-16,,,,,,,"Yes","Update"
3516,2105820,"EHQICO","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3517,1672,"DBXNQ","Associate Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3518,998,"KORYSQOANBQ","Associate Professor","Academic","academic",,1997-09-15,,,,,,,"Yes","Update"
3519,4821,"QVAJDENA","Researcher 7","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3520,2422,"HCPXSHCIA","Professor","Academic","academic",,1992-09-16,,,,,,,"Yes","Update"
3521,2839,"EOWCYCHUA","Assistant Professor","Academic","academic",,2006-05-01,,,,,,,"Yes","Update"
3522,5210,"VIYZANEFQ","Researcher 7","Academic","academic",,2008-12-08,,,,,,,"Yes","Update"
3523,2105954,"NZDHJHNWC","Professor","Academic","nonacademic",,1995-07-01,,,,,,,"Yes","Update"
3524,298,"LNYGCOPDREUQ","Professor","Academic","academic",,2005-08-29,,,,,,,"Yes","Update"
3525,2105983,"XMLLBQGHSA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3526,1545,"BLKZLWUWMFHFOA","Professor","Academic","academic",,1995-07-01,,,,,,,"Yes","Update"
3527,2106072,"YNLFYZLQA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3528,2106077,"WGLMQKYUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3529,2106083,"WZOMQIGWBUIAHA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3530,4552,"WDQMICGM","Researcher 6","Academic","academic",,2007-07-31,,,,,,,"Yes","Update"
3531,2733,"AUNLTGA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3532,2733,"UGYBLAXO","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3533,2106176,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3534,2106217,"BLWZCGA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3535,2112,"BLKZLWUWMFHFOA","Professor","Academic","academic",,1999-06-21,,,,,,,"Yes","Update"
3536,2887,"HDGNJKR","Professor","Academic","academic",,2005-08-29,,,,,,,"Yes","Update"
3537,2106249,"CXEENAPIHECPQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3538,2809,"IHRBIHRB","Professor","Academic","academic",,1997-09-15,,,,,,,"Yes","Update"
3539,3022,"GIHCYTU","Professor","Academic","academic",,2001-08-27,,,,,,,"Yes","Update"
3540,4211,"YHPLWXA","Professor","Academic","academic",,2012-06-18,,,,,,,"Yes","Update"
3541,5634,"DBXNQ","Researcher 6","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3542,1277,"HREIX","Associate Professor","Academic","academic",,2010-06-07,,,,,,,"Yes","Update"
3543,2106493,"HKBORVIBE","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3544,1044,"NDDZGA","Professor","Academic","academic",,1988-07-01,,,,,,,"Yes","Update"
3545,2106676,"USFAQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3546,2106694,"EOWCYCHUA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3547,6899,"JLEBTF","Senior Attorney","Academic","nonacademic",,2000-06-19,,,,,,,"Yes","Update"
3548,383,"LGKNDITA","Professor","Academic","academic",,1999-08-30,,,,,,,"Yes","Update"
3549,383,"SOTITWQGTZQ","Director (With Faculty Rank)","Academic","academic",,2015-04-06,,,,,,,,"Update"
3550,2106811,"TXOIVOFZPSSUUOA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3551,2106867,"YMNKRRB","Researcher 5","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3552,1662,"KGAXVRQ","Professor","Academic","academic",,1978-09-16,,,,,,,"Yes","Update"
3553,2936,"CXEENAPIHECPQ","Professor","Academic","academic",,1997-09-16,,,,,,,"Yes","Update"
3554,1522,"HCPXSHCIA","Professor","Academic","academic",,1990-12-16,,,,,,,"Yes","Update"
3555,5759,"EOWCYCHUA","Research Associate","Academic","academic",,1996-07-01,,,,,,,"Yes","Update"
3556,5572,"YLZBUGXNDDSA","Researcher 5","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3557,551,"FFYAOYMNYX","Professor","Academic","academic",,2010-08-30,,,,,,,"Yes","Update"
3558,2107058,"WSSKOZQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3559,2107064,"ORFJNGKBIR","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3560,2107130,"IKTNYTRWSA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3561,813,"TGVXA","Professor","Academic","academic",,2008-10-15,,,,,,,"Yes","Update"
3562,3664,"JQGXAEFTH","Regents Professor","Academic","academic",,1997-09-15,,,,,,,"Yes","Update"
3563,2107312,"TGVXA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3564,1441,"HLETYGZF","Professor","Academic","academic",,2001-06-18,,,,,,,"Yes","Update"
3565,2107623,"CBIHJRCYWWAA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3566,834,"HCPXSHCIA","Professor","Academic","academic",,1982-09-16,,,,,,,"Yes","Update"
3567,127,"TGVXA","Professor","Academic","academic",,1979-07-01,,,,,,,"Yes","Update"
3568,2107734,"WGLMQKYUA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3569,2107784,"PLXOYXDMHWW","Assistant Librarian","Academic","nonacademic",,2015-10-19,,,,,,,"Yes","Update"
3570,454,"PIXEZPPAPIRGQ","Professor","Academic","academic",,1986-07-01,,,,,,,"Yes","Update"
3571,454,"IWQPEXLNQ","Adjunct Professor","Academic","academic",,2015-07-20,,,,,,,,"Update"
3572,1590,"XFONYPYD","Professor","Academic","academic",,1998-06-16,,,,,,,,"Update"
3573,1590,"VOYAHFEUA","Associate Vice President","Academic","academic",,2006-08-28,,,,,,,"Yes","Update"
3574,613,"OTQFKMQEJM","Professor","Academic","academic",,1998-09-14,,,,,,,"Yes","Update"
3575,5828,"WKQJSXVXXLS","Researcher 6","Academic","academic",,2007-06-26,,,,,,,"Yes","Update"
3576,3304,"GXEWTPNHDAQ","Professor","Academic","academic",,1991-09-16,,,,,,,"Yes","Update"
3577,2761,"WRQNKVP","Professor","Academic","academic",,1999-06-21,,,,,,,"Yes","Update"
3578,1392,"AOVMGGA","Assistant Professor","Academic","academic",,1992-09-01,,,,,,,"Yes","Update"
3579,2571,"EOGBVRFLJD","Professor","Academic","academic",,1989-08-16,,,,,,,"Yes","Update"
3580,2108051,"ORFJNGKBIR","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3581,1133,"YNLFYZLQA","Professor","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
3582,7155,"IKTNYTRWSA","Research Professor","Academic","academic",,2013-12-02,,,,,,,"Yes","Update"
3583,1173,"VFCQNAX","Adjunct Professor","Academic","nonacademic",,2015-07-20,,,,,,,,"Update"
3584,2531,"FOATFCFSFZQ","Professor","Academic","academic",,1979-07-01,,,,,,,"Yes","Update"
3585,2108220,"USFAQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3586,2108254,"SKDPLVKBRNWDZMQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3587,2108304,"BVHJTZUHHWSA","Business/Systems Analyst 3","Academic","nonacademic",,2007-04-16,,,,,,,"Yes","Update"
3588,2108427,"CBIHJRCYWWAA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3589,2268,"RURKAVA","Regents Professor","Academic","academic",,2013-05-27,,,,,,,"Yes","Update"
3590,2108452,"USFAQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3591,5297,"WPZZYUA","Associate Dean","Academic","nonacademic",,2007-01-30,,,,,,,"Yes","Update"
3592,2108491,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3593,3927,"MBJKFPNZNQ","Researcher 6","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
3594,2895,"EOGBVRFLJD","Professor","Academic","academic",,1989-10-01,,,,,,,"Yes","Update"
3595,5185,"YLZBUGXNDDSA","Researcher 6","Academic","academic",,2014-06-12,,,,,,,"Yes","Update"
3596,2108687,"USFAQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3597,2108730,"DBXNQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3598,2108803,"CEKSZSRYQ","Admin Consultant/Analyst 2","Academic","nonacademic",,2013-09-16,,,,,,,"Yes","Update"
3599,2108803,"GKYQFHCA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3600,2618,"XFONYPYD","Professor","Academic","academic",,1985-09-16,,,,,,,"Yes","Update"
3601,1124,"ZXGEOSMA","Associate Professor","Academic","academic",,2000-01-03,,,,,,,"Yes","Update"
3602,1124,"CBIHJRCYWWAA","Adjunct Associate Professor","Academic","academic",,2015-07-20,,,,,,,,"Update"
3603,203,"PMMJCZLY","Professor","Academic","academic",,1992-08-16,,,,,,,"Yes","Update"
3604,1316,"AFUSWHQ","Professor","Academic","academic",,1989-07-01,,,,,,,"Yes","Update"
3605,1210,"IHRBIHRB","Professor","Academic","academic",,1983-09-16,,,,,,,"Yes","Update"
3606,1407,"HEABA","Associate Professor","Academic","nonacademic",,2002-06-17,,,,,,,"Yes","Update"
3607,1407,"WZOMQIGWBUIAHA","Adjunct Associate Professor","Academic","nonacademic",,2015-07-20,,,,,,,,"Update"
3608,2197,"WZOMQIGWBUIAHA","Professor","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
3609,2109011,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3610,1209,"FFYAOYMNYX","Professor","Academic","academic",,2009-08-31,,,,,,,"Yes","Update"
3611,4261,"GXEWTPNHDAQ","Professor","Academic","academic",,1988-09-16,,,,,,,"Yes","Update"
3612,2109087,"CTQQGHAPAXX","Business/Systems Analyst 4","Academic","nonacademic",,2014-01-13,,,,,,,"Yes","Update"
3613,2109101,"RJJZUXUORH","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3614,1625,"TGOAWGHVDWH","Professor","Academic","nonacademic",,1987-07-01,,,,,,,"Yes","Update"
3615,1625,"RSHZNEVIG","Adjunct Professor","Academic","nonacademic",,2015-07-20,,,,,,,,"Update"
3616,2087,"BNYHQ","Associate Dean","Academic","nonacademic",,2015-02-02,,,,,,,"Yes","Update"
3617,305,"HDGNJKR","Professor","Academic","academic",,2010-08-30,,,,,,,"Yes","Update"
3618,305,"HDGNJKR","Chair (With Faculty Rank)","Academic","academic",,2012-06-18,,,,,,,,"Update"
3619,2109156,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3620,2109163,"WSSKOZQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3621,2391,"MBJKFPNZNQ","Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3622,565,"NMSBAGX","Professor","Academic","academic",,2007-06-26,,,,,,,"Yes","Update"
3623,1113,"GKYQFHCA","Associate Professor","Academic","academic",,1992-07-01,,,,,,,"Yes","Update"
3624,589,"XFONYPYD","Professor","Academic","academic",,1983-09-16,,,,,,,"Yes","Update"
3625,589,"CBIHJRCYWWAA","Adjunct Professor","Academic","academic",,2015-07-20,,,,,,,,"Update"
3626,2109209,"BIPTHQRCQ","Associate Extension Professor","Academic","academic",,1988-10-16,,,,,,,"Yes","Update"
3627,2109211,"HCPXSHCIA","Professor","Academic","academic",,1985-09-16,,,,,,,"Yes","Update"
3628,2109220,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3629,7069,"NWANTHJVJ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3630,2040,"CRWXKUCQ","Professor","Academic","academic",,1984-07-01,,,,,,,"Yes","Update"
3631,1802,"XFONYPYD","Professor","Academic","academic",,2015-12-14,,,,,,,"Yes","Update"
3632,1802,"XFONYPYD","Chair (With Faculty Rank)","Academic","academic",,2015-12-14,,,,,,,,"Update"
3633,1802,"CBIHJRCYWWAA","Adjunct Professor","Academic","academic",,2015-11-16,,,,,,,,"Update"
3634,197,"BLWZCGA","Professor","Academic","academic",,1999-06-21,,,,,,,"Yes","Update"
3635,416,"BIPTHQRCQ","Professor","Academic","academic",,2007-06-26,,,,,,,"Yes","Update"
3636,36,"LNYGCOPDREUQ","Professor","Academic","nonacademic",,2006-08-28,,,,,,,"Yes","Update"
3637,36,"NFLIHMPFL","Program Director","Academic","nonacademic",,2007-09-13,,,,,,,,"Update"
3638,36,"AUNLTGA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3639,2109269,"CBIHJRCYWWAA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3640,1526,"VFCQNAX","Professor","Academic","academic",,1983-09-16,,,,,,,"Yes","Update"
3641,591,"NMSBAGX","Professor","Academic","academic",,2014-11-17,,,,,,,"Yes","Update"
3642,591,"NMSBAGX","Head (With Faculty Rank)","Academic","academic",,2014-11-17,,,,,,,,"Update"
3643,3059,"TGVXA","Professor","Academic","academic",,2001-06-18,,,,,,,"Yes","Update"
3644,2771,"RJJZUXUORH","Professor","Academic","academic",,2005-06-13,,,,,,,"Yes","Update"
3645,1031,"GKYQFHCA","Professor","Academic","academic",,2003-06-16,,,,,,,"Yes","Update"
3646,1946,"RSHZNEVIG","Professor","Academic","academic",,2001-01-17,,,,,,,"Yes","Update"
3647,4402,"JQGXAEFTH","Regents Professor","Academic","academic",,2007-07-31,,,,,,,"Yes","Update"
3648,652,"QVAJDENA","Professor","Academic","academic",,2003-06-16,,,,,,,"Yes","Update"
3649,2053,"CXEENAPIHECPQ","Professor","Academic","nonacademic",,2011-06-20,,,,,,,"Yes","Update"
3650,2053,"FJUSTIWTXRFFIMZ","Program Director","Academic","nonacademic",,2013-08-26,,,,,,,,"Update"
3651,7457,"EOWCYCHUA","Associate Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3652,2492,"PQXWQORJA","Professor","Academic","academic",,1994-09-16,,,,,,,"Yes","Update"
3653,2109526,"YNLFYZLQA","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3654,2109527,"WSSKOZQ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3655,2109538,"UGYBLAXO","Adjunct Assistant Professor","Academic","nonacademic",,2016-03-03,,,,,,,,"Update"
3656,435,"EOWCYCHUA","Professor","Academic","academic",,2002-06-17,,,,,,,"Yes","Update"
3657,1300,"YDNGVA","Professor","Academic","academic",,1993-09-16,,,,,,,"Yes","Update"
3658,2109554,"BNYHQ","Associate Extension Professor","Academic","academic",,1994-07-01,,,,,,,"Yes","Update"
3659,2109556,"SKDPLVKBRNWDZMQ","Associate Professor","Academic","academic",,1998-06-22,,,,,,,"Yes","Update"
3660,2109557,"WSSKOZQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3661,542,"NWANTHJVJ","Associate Professor","Academic","academic",,1978-07-01,,,,,,,"Yes","Update"
3662,2109568,"TGVXA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3663,504,"HCPXSHCIA","Associate Professor","Academic","academic",,1985-09-16,,,,,,,"Yes","Update"
3664,2490,"GKYQFHCA","Professor","Academic","academic",,1991-07-01,,,,,,,"Yes","Update"
3665,2490,"GKYQFHCA","Head (With Faculty Rank)","Academic","academic",,1998-08-01,,,,,,,,"Update"
3666,2109695,"USFAQ","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3667,1698,"ETEWROBM","Professor","Academic","academic",,1989-01-01,,,,,,,"Yes","Update"
3668,1624,"XJSTZJ","Regents Professor","Academic","academic",,2007-06-11,,,,,,,"Yes","Update"
3669,1598,"WPZZYUA","Associate Dean","Academic","nonacademic",,2010-02-22,,,,,,,"Yes","Update"
3670,1598,"JQGMBDOEYA","Associate Vice President","Academic","nonacademic",,2010-02-22,,,,,,,,"Update"
3671,2266,"ESMOCHKO","Dean","Academic","nonacademic",,2008-09-01,,,,,,,"Yes","Update"
3672,2109793,"MZQTJWDSIA","Admin Consultant/Analyst 2","Academic","nonacademic",,2007-10-15,,,,,,,"Yes","Update"
3673,2109808,"NWANTHJVJ","Adjunct Assistant Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3674,3467,"DBOCH","Professor","Academic","nonacademic",,2000-08-28,,,,,,,,"Update"
3675,3467,"GIUBTPAGWFO","Associate Dean","Academic","nonacademic",,2015-06-15,,,,,,,"Yes","Update"
3676,1155,"YMNKRRB","Assistant Professor","Academic","academic",,2006-08-07,,,,,,,"Yes","Update"
3677,4336,"GRQAGRQA","Associate Librarian","Academic","nonacademic",,1988-07-01,,,,,,,"Yes","Update"
3678,2109924,"UXFTBZXLZ","Admin Consultant/Analyst 2","Academic","nonacademic",,2014-06-16,,,,,,,"Yes","Update"
3679,1548,"SKDPLVKBRNWDZMQ","Professor","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
3680,2881,"YNLFYZLQA","Professor","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3681,239,"BIPTHQRCQ","Professor","Academic","academic",,1997-07-01,,,,,,,"Yes","Update"
3682,633,"RQHKJLUF","Professor","Academic","academic",,1990-09-16,,,,,,,"Yes","Update"
3683,633,"WSSKOZQ","Adjunct Professor","Academic","academic",,2015-11-16,,,,,,,,"Update"
3684,2109994,"BLWZCGA","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3685,2110009,"IKTNYTRWSA","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3686,2599,"WKQJSXVXXLS","Associate Professor","Academic","nonacademic",,2001-06-18,,,,,,,,"Update"
3687,2599,"WKQJSXVXXLS","Director Campus/College Level","Academic","nonacademic",,2010-10-04,,,,,,,"Yes","Update"
3688,7432,"YHPLWXA","Associate Professor","Academic","academic",,1999-08-30,,,,,,,"Yes","Update"
3689,575,"PQXWQORJA","Professor","Academic","academic",,1995-09-16,,,,,,,"Yes","Update"
3690,949,"CBIHJRCYWWAA","Associate Professor","Academic","academic",,1993-09-16,,,,,,,"Yes","Update"
3691,5870,"RQHKJLUF","Researcher 5","Academic","academic",,2007-07-31,,,,,,,"Yes","Update"
3692,2640,"AJPAUKII","Professor","Academic","academic",,2007-06-26,,,,,,,"Yes","Update"
3693,1949,"PMMJCZLY","Professor","Academic","academic",,1992-09-16,,,,,,,"Yes","Update"
3694,2035,"ZZGBZWTLKBRH","Dean","Academic","nonacademic",,2001-08-15,,,,,,,"Yes","Update"
3695,2744,"RQHKJLUF","Professor","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
3696,2072,"KORYSQOANBQ","Professor","Academic","nonacademic",,1996-09-16,,,,,,,,"Update"
3697,2072,"HBBQGIFMSWBDJA","Associate Dean","Academic","nonacademic",,2007-10-10,,,,,,,"Yes","Update"
3698,2395,"NDDZGA","Adjunct Professor","Academic","nonacademic",,2016-09-30,,,,,,,,"Update"
3699,2395,"ETEWROBM","Adjunct Professor","Academic","nonacademic",,2016-09-30,,,,,,,,"Update"
3700,2395,"YNLFYZLQA","Adjunct Professor","Academic","nonacademic",,2016-09-30,,,,,,,,"Update"
3701,4753,"YGNLELGZYJXCQ","Researcher 6","Academic","academic",,2007-01-30,,,,,,,"Yes","Update"
3702,2110088,"WSSKOZQ","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3703,4257,"GCVMRBVURQ","Professor","Academic","academic",,1990-09-16,,,,,,,"Yes","Update"
3704,515,"KORYSQOANBQ","Professor","Academic","academic",,1970-12-01,,,,,,,"Yes","Update"
3705,760,"DQOCEOMZRYIA","Professor","Academic","academic",,1989-07-01,,,,,,,"Yes","Update"
3706,2110151,"TGOAWGHVDWH","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3707,2690,"GKYQFHCA","Professor","Academic","academic",,2007-02-13,,,,,,,"Yes","Update"
3708,2953,"PYSSKDNSEQHA","Professor","Academic","academic",,2007-02-13,,,,,,,"Yes","Update"
3709,671,"BNYHQ","Dean","Academic","nonacademic",,2005-09-12,,,,,,,"Yes","Update"
3710,2110157,"EMIXAQE","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3711,2589,"RFCSTWA","Professor","Academic","academic",,1993-09-16,,,,,,,"Yes","Update"
3712,3675,"GXEWTPNHDAQ","Associate Professor","Academic","academic",,2004-08-30,,,,,,,"Yes","Update"
3713,2362,"PIXEZPPAPIRGQ","Associate Professor","Academic","academic",,2005-06-13,,,,,,,"Yes","Update"
3714,2110200,"HLETYGZF","Adjunct Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3715,2681,"BLKZLWUWMFHFOA","Professor","Academic","academic",,2006-06-12,,,,,,,"Yes","Update"
3716,1023,"CXEENAPIHECPQ","Professor","Academic","academic",,2008-08-25,,,,,,,"Yes","Update"
3717,5939,"EOGBVRFLJD","Professor","Academic","academic",,2001-08-27,,,,,,,"Yes","Update"
3718,2110217,"BJNJRKAA","Professor","Academic","academic",,1979-07-01,,,,,,,"Yes","Update"
3719,7413,"YCNLNLPHHTA","Professor","Academic","academic",,2007-07-31,,,,,,,"Yes","Update"
3720,505,"ETEWROBM","Associate Professor","Academic","academic",,2002-06-17,,,,,,,"Yes","Update"
3721,2110234,"WRQNKVP","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3722,1358,"PYSSKDNSEQHA","Professor","Academic","academic",,2000-07-01,,,,,,,"Yes","Update"
3723,4330,"YXGGRREFMMUA","Professor","Academic","academic",,1993-09-16,,,,,,,"Yes","Update"
3724,2324,"AFUSWHQ","Professor","Academic","academic",,1998-06-22,,,,,,,"Yes","Update"
3725,1228,"BLKZLWUWMFHFOA","Professor","Academic","academic",,2001-06-18,,,,,,,"Yes","Update"
3726,2110286,"GXEWTPNHDAQ","Lecturer","Academic","academic",,2016-08-29,,,,,,,"Yes","Update"
3727,1901,"QVAJDENA","Professor","Academic","academic",,1988-07-01,,,,,,,"Yes","Update"
3728,2719,"MWCELLHO","Professor","Academic","academic",,2004-08-30,,,,,,,"Yes","Update"
3729,2110309,"FOATFCFSFZQ","Adjunct Assistant Professor","Academic","nonacademic",,2016-07-26,,,,,,,,"Update"
3730,1013,"LBMLRSHGYH","Professor","Academic","academic",,1988-07-01,,,,,,,"Yes","Update"
3731,2595,"FFYAOYMNYX","Professor","Academic","academic",,1990-09-16,,,,,,,"Yes","Update"
3732,161,"CXEENAPIHECPQ","Associate Professor","Academic","academic",,1991-09-16,,,,,,,"Yes","Update"
3733,650,"YWGQGROEHP","Professor","Academic","academic",,1991-09-16,,,,,,,"Yes","Update"
3734,2110361,"HLETYGZF","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3735,674,"CJOGRFQ","Professor","Academic","academic",,1985-09-16,,,,,,,"Yes","Update"
3736,588,"CXEENAPIHECPQ","Professor","Academic","academic",,2005-08-29,,,,,,,"Yes","Update"
3737,1397,"EOGBVRFLJD","Professor","Academic","academic",,1964-09-16,,,,,,,"Yes","Update"
3738,2351,"LGKNDITA","Professor","Academic","academic",,1991-09-16,,,,,,,"Yes","Update"
3739,2110390,"EHQICO","Adjunct Associate Professor","Academic","nonacademic",,2015-11-16,,,,,,,,"Update"
3740,1508,"YLZBUGXNDDSA","Associate Professor","Academic","academic",,1999-06-21,,,,,,,"Yes","Update"
3741,1278,"AUNLTGA","Professor","Academic","academic",,2016-05-02,,,,,,,"Yes","Update"
3742,2927,"GZSFOYWMMDTBQ","Professor","Academic","academic",,1998-06-22,,,,,,,"Yes","Update"
3743,1741,"BLKZLWUWMFHFOA","Professor","Academic","academic",,2007-06-26,,,,,,,"Yes","Update"
3744,2818,"RQKBIAOYLYFIA","Professor","Academic","academic",,1987-07-01,,,,,,,"Yes","Update"
3745,1377,"AOVMGGA","Associate Professor","Academic","academic",,1994-07-01,,,,,,,"Yes","Update"
3746,1010,"LBZUCPBF","Professor","Academic","nonacademic",,1990-09-16,,,,,,,"Yes","Update"
3747,1010,"LBZUCPBF","Director (With Faculty Rank)","Academic","nonacademic",,2011-07-01,,,,,,,,"Update"
3748,2676,"NWMCVEHYGN","Professor","Academic","academic",,2009-07-01,,,,,,,"Yes","Update"
3749,2676,"GKYQFHCA","Adjunct Professor","Academic","academic",,2015-11-16,,,,,,,,"Update"
3750,1977,"HREIX","Associate Professor","Academic","academic",,2002-06-17,,,,,,,"Yes","Update"
3751,1977,"RJJZUXUORH","Adjunct Associate Professor","Academic","academic",,2015-07-20,,,,,,,,"Update"
3752,1646,"FUZCMRWWJA","Professor","Academic","academic",,2012-07-02,,,,,,,"Yes","Update"
3753,2110449,"LBMLRSHGYH","Adjunct Professor","Academic","nonacademic",,2016-07-26,,,,,,,,"Update"
3754,100,"RQKBIAOYLYFIA","Professor","Academic","academic",,1995-09-01,,,,,,,"Yes","Update"
3755,2518,"LBMLRSHGYH","Professor","Academic","academic",,1989-07-01,,,,,,,"Yes","Update"
